food_id,knowledge_document,name,restaurant,category,food_type,meal_type,veg_status,dietary_tags,spice_level,cuisine,protein,flavor,base,price,price_flag,rating,area,city,source,image_url
x8l5__coke-zero,"Coke Zero is a beverage dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Drinks category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. Its flavor profile is sweet. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 176 and has a customer rating of 4.9/5. Chilled sugar free carbonated cola beverage delivering classic taste without the calories.",Coke Zero,A1 Tasty Halal Cart - Gulberg,Drinks,beverage,anytime,vegetarian,halal,none,Cafe,none,sweet,beverage,175.5,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74392327.jpg
x8l5__fanta,"Fanta is a beverage dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Drinks category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. Its flavor profile is sweet. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 176 and has a customer rating of 4.9/5. Sweet and fruity carbonated orange soda served cold for a refreshing drink.",Fanta,A1 Tasty Halal Cart - Gulberg,Drinks,beverage,anytime,vegetarian,halal,none,Cafe,none,sweet,beverage,175.5,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74392330.jpg
x8l5__fattoush,"Fattoush is an appetizer dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Salad category, is vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. It is served with a bread base. Its flavor profile is fresh. It is typically eaten as a lunch item. It is tagged halal. It is priced at PKR 720 and has a customer rating of 4.9/5. Traditional Levantine garden salad of fresh greens, radishes, tomatoes, and crispy fried pita chips.",Fattoush,A1 Tasty Halal Cart - Gulberg,Salad,appetizer,lunch,vegetarian,halal,none,Middle Eastern,vegetarian,fresh,bread,720.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/78210597.jpg
x8l5__fattoush-with-feta,"Fattoush With Feta is an appetizer dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Salad category, is vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. It is served with a bread base. Its flavor profile is fresh. It is typically eaten as a lunch item. It is tagged halal. It is priced at PKR 900 and has a customer rating of 4.9/5. Crisp Middle Eastern salad topped with crunchy pita chips and crumbled salty feta cheese.",Fattoush With Feta,A1 Tasty Halal Cart - Gulberg,Salad,appetizer,lunch,vegetarian,halal,none,Middle Eastern,vegetarian,fresh,bread,900.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/78210595.jpg
x8l5__grilled-chicken-over-rice,"Grilled Chicken Over Rice is a main dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Bowls category, is non-vegetarian, and has an unspecified spice level. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as a lunch item. It is tagged halal. It is priced at PKR 1116 and has a customer rating of 4.9/5. Tender grilled chicken pieces served over spiced yellow rice with white and hot sauces.",Grilled Chicken Over Rice,A1 Tasty Halal Cart - Gulberg,Bowls,main,lunch,non_vegetarian,halal,none,Unknown,chicken,smoky,rice,1116.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/72663901.jpg
x8l5__herb-sauce,"Herb Sauce is a sauce_condiment dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Add Ons category, is vegetarian, and has an unspecified spice level. Its flavor profile is fresh. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 90 and has a customer rating of 4.9/5. Zesty dipping sauce loaded with fresh green herbs and olive oil for rich enhancement.",Herb Sauce,A1 Tasty Halal Cart - Gulberg,Add Ons,sauce_condiment,anytime,vegetarian,halal,none,Unknown,none,fresh,none,90.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74310601.jpg
x8l5__hummus,"Hummus is an appetizer dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Appetizers category, is vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its flavor profile is sour. It is typically eaten as a snack item. It is tagged halal. It is priced at PKR 756 and has a customer rating of 4.9/5. Smooth Middle Eastern dip crafted from blended chickpeas, tahini, garlic, and lemon juice.",Hummus,A1 Tasty Halal Cart - Gulberg,Appetizers,appetizer,snack,vegetarian,halal,none,Middle Eastern,vegetarian,sour,none,756.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/78210594.jpg
x8l5__mandi-sauce,"Mandi Sauce is a sauce_condiment dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Add Ons category, is vegetarian, and has a mild spice level. Its flavor profile is savory. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 90 and has a customer rating of 4.9/5. Spicy tomato salsa dip infused with garlic and green chilies to accompany rice dishes.",Mandi Sauce,A1 Tasty Halal Cart - Gulberg,Add Ons,sauce_condiment,anytime,vegetarian,halal,mild,Unknown,none,savory,none,90.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74310597.jpg
x8l5__mixed-grill-over-salad,"Mixed Grill Over Salad is a main dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Salad category, is vegetarian, and has an unspecified spice level. It is served with a salad base. Its flavor profile is smoky. It is typically eaten as a lunch item. It is tagged halal. It is priced at PKR 1080 and has a customer rating of 4.9/5. Assorted grilled meats served on a bed of fresh garden salad with savory dressing.",Mixed Grill Over Salad,A1 Tasty Halal Cart - Gulberg,Salad,main,lunch,vegetarian,halal,none,Unknown,vegetarian,smoky,salad,1080.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/products/83714058.jpg
x8l5__mixed-gyro,"Mixed Gyro is a main dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Gyro category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is mixed. It is served with a bread base. Its flavor profile is fresh. It is typically eaten as a lunch item. It is tagged halal. It is priced at PKR 1206 and has a customer rating of 4.9/5. Combination of spiced beef and chicken served in warm pita with fresh vegetables and sauce.",Mixed Gyro,A1 Tasty Halal Cart - Gulberg,Gyro,main,lunch,non_vegetarian,halal,none,Middle Eastern,mixed,fresh,bread,1206.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/82580634.jpg
x8l5__roasted-potatoes,"Roasted Potatoes is an appetizer dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Appetizers category, is vegetarian, and has an unspecified spice level. It is served with a potato base. Its flavor profile is smoky. It is typically eaten as a snack item. It is priced at PKR 405 and has a customer rating of 4.9/5.",Roasted Potatoes,A1 Tasty Halal Cart - Gulberg,Appetizers,appetizer,snack,vegetarian,vegetarian,none,Unknown,vegetarian,smoky,potato,405.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/80986920.jpg
x8l5__sprite,"Sprite is a beverage dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Drinks category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. It is typically eaten as an anytime item. It is priced at PKR 176 and has a customer rating of 4.9/5.",Sprite,A1 Tasty Halal Cart - Gulberg,Drinks,beverage,anytime,vegetarian,vegetarian,none,Cafe,none,unknown,beverage,175.5,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74392328.jpg
x8l5__sprite-zero,"Sprite Zero is a beverage dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Drinks category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. It is typically eaten as an anytime item. It is priced at PKR 176 and has a customer rating of 4.9/5.",Sprite Zero,A1 Tasty Halal Cart - Gulberg,Drinks,beverage,anytime,vegetarian,vegetarian,none,Cafe,none,unknown,beverage,175.5,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74392329.jpg
x8l5__sweet-lokma-bites,"Sweet Lokma Bites is a dessert dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Appetizers category, is of unconfirmed vegetarian/non-vegetarian status, and has an unspecified spice level. It is Dessert cuisine. Its flavor profile is sweet. It is typically eaten as an anytime item. It is priced at PKR 720 and has a customer rating of 4.9/5.",Sweet Lokma Bites,A1 Tasty Halal Cart - Gulberg,Appetizers,dessert,anytime,uncertain,none,none,Dessert,unknown,sweet,unknown,720.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/81228813.jpg
x8l5__toum-sauce,"Toum Sauce is a sauce_condiment dish available at A1 Tasty Halal Cart - Gulberg in Gulberg, Lahore. It falls under the Add Ons category, is of unconfirmed vegetarian/non-vegetarian status, and has an unspecified spice level. It is Middle Eastern cuisine. It is typically eaten as an anytime item. It is priced at PKR 90 and has a customer rating of 4.9/5.",Toum Sauce,A1 Tasty Halal Cart - Gulberg,Add Ons,sauce_condiment,anytime,uncertain,none,none,Middle Eastern,none,unknown,none,90.0,,4.9,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/74310600.jpg
x97o__biryani-cola-next-deal,"Biryani Cola Next Deal is a beverage dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Deals category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 757 and has a customer rating of 4.8/5.",Biryani Cola Next Deal,Biryani Master -Gulberg,Deals,beverage,anytime,non_vegetarian,halal,none,Pakistani,none,unknown,rice,757.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/40268972/41b8001f-e118-481c-800d-36df3179cb99.jpg
x97o__chicken-biryani-single,"Chicken Biryani -Single is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 450 and has a customer rating of 4.8/5.",Chicken Biryani -Single,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,none,Pakistani,chicken,unknown,rice,450.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347131/723465c6-3891-4a12-8fc5-710ead12be0f.jpg
x97o__chicken-kabab,"Chicken Kabab is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Bar Bq category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is chicken. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 640 and has a customer rating of 4.8/5.",Chicken Kabab,Biryani Master -Gulberg,Bar Bq,main,anytime,non_vegetarian,halal,none,Middle Eastern,chicken,unknown,rice,640.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/7423201.jpg
x97o__chicken-kabab-biryani,"Chicken Kabab Biryani is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 670 and has a customer rating of 4.8/5.",Chicken Kabab Biryani,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,none,Pakistani,chicken,unknown,rice,670.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347141/b9194573-dcab-4e33-81c8-a02beabb1557.jpg
x97o__chicken-kabab-pulao,"Chicken Kabab Pulao is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 670 and has a customer rating of 4.8/5.",Chicken Kabab Pulao,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,none,Pakistani,chicken,unknown,rice,670.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347142/d6628710-4c34-48f0-9c50-548ed0dbd810.jpg
x97o__chicken-malai-tikka-chest,"Chicken Malai Tikka Chest is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Bar Bq category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is creamy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 560 and has a customer rating of 4.8/5.",Chicken Malai Tikka Chest,Biryani Master -Gulberg,Bar Bq,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,creamy,rice,560.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347153/f585af8c-2ccf-415b-92a2-b651330715a7.jpg
x97o__chicken-malai-tikka-leg,"Chicken Malai Tikka Leg is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Bar Bq category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is creamy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 510 and has a customer rating of 4.8/5.",Chicken Malai Tikka Leg,Biryani Master -Gulberg,Bar Bq,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,creamy,rice,510.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347152/8a6e47b1-d106-43a0-8264-af916a2f7adc.jpg
x97o__chicken-pulao-single,"Chicken Pulao - Single is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 450 and has a customer rating of 4.8/5.",Chicken Pulao - Single,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,unknown,rice,450.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347132/eae1ab2a-b054-4a34-b382-e788c48cf57b.jpg
x97o__chicken-tikka-chest,"Chicken Tikka Chest is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Bar Bq category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 520 and has a customer rating of 4.8/5.",Chicken Tikka Chest,Biryani Master -Gulberg,Bar Bq,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,520.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347151/c49e5857-337a-40fb-90a2-1237c8df7fb3.jpg
x97o__chicken-tikka-chest-biryani,"Chicken Tikka Chest Biryani is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 730 and has a customer rating of 4.8/5.",Chicken Tikka Chest Biryani,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,730.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347136/6908c740-6eca-4bc3-b4e9-ddda110074eb.jpg
x97o__chicken-tikka-chest-pulao,"Chicken Tikka Chest Pulao is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 730 and has a customer rating of 4.8/5.",Chicken Tikka Chest Pulao,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,730.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347138/b3adc046-9b9e-48fc-9c3e-11c935d45c7c.jpg
x97o__chicken-tikka-leg,"Chicken Tikka Leg is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Bar Bq category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 500 and has a customer rating of 4.8/5.",Chicken Tikka Leg,Biryani Master -Gulberg,Bar Bq,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,500.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347150/0d00c169-becc-4a8c-b043-55f551202e96.jpg
x97o__chicken-tikka-leg-biryani,"Chicken Tikka Leg Biryani is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 700 and has a customer rating of 4.8/5.",Chicken Tikka Leg Biryani,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,700.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347135/767d8389-7f81-45cf-9798-ea5538a46a16.jpg
x97o__chicken-tikka-leg-pulao,"Chicken Tikka Leg Pulao is a main dish available at Biryani Master -Gulberg in Gulberg, Lahore. It falls under the Rice category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is chicken. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 700 and has a customer rating of 4.8/5.",Chicken Tikka Leg Pulao,Biryani Master -Gulberg,Rice,main,anytime,non_vegetarian,halal,mild,Pakistani,chicken,smoky,rice,700.0,,4.8,Gulberg,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347137/a209b7b9-f6ff-4eb3-b3a5-75edb3a9cebe.jpg
