interaction_id,user_id,food_id,timestamp,cuisine,protein,flavor,spice_level,base,meal_type,cuisine_match,protein_match,flavor_match,spice_level_match,base_match,meal_type_match,taste_match_score,previous_likes,previous_dislikes,previous_saves,previous_skips,previous_interactions,days_since_previous_interaction,hour,day_of_week,target
I01803,U019,F076,2026-01-01T14:41:00,Pakistani,Chicken,Sweet,Low,Curry,Dinner,1.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-1.0,14,3,1
I01544,U019,F039,2026-01-01T21:32:00,Chinese,Fish,Sour,Low,Rice,Breakfast,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.28541666666666665,21,3,0
I00439,U019,F034,2026-01-05T19:54:00,Thai,Fish,Savory,Low,Noodles,Breakfast,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,3.0,2.3958333333333335,19,0,0
I01802,U019,F009,2026-01-06T07:25:00,Thai,Chicken,Sour,Low,Curry,Dinner,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,5.0,0.45,7,1,0
I01368,U019,F027,2026-01-09T15:31:00,Mexican,Mutton,Creamy,High,Noodles,Lunch,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,2.0,1.0,1.0,6.0,3.3375,15,4,0
I02717,U019,F043,2026-01-09T16:11:00,Chinese,Fish,Spicy,Medium,Pasta,Lunch,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,2.0,1.0,2.0,7.0,0.027777777777777776,16,4,1
I00395,U019,F085,2026-01-13T00:52:00,Indian,Vegetarian,Creamy,High,Bread,Snack,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,2.0,2.0,10.0,2.259027777777778,0,1,0
I00540,U019,F084,2026-01-13T05:42:00,Indian,Vegetarian,Savory,Medium,Bread,Lunch,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,2.0,2.0,3.0,11.0,0.2013888888888889,5,1,1
I01780,U019,F091,2026-01-13T06:19:00,Indian,Beef,Spicy,High,Rice,Breakfast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,12.0,0.025694444444444443,6,1,0
I03885,U019,F083,2026-01-13T22:53:00,Indian,Fish,Spicy,High,Curry,Dinner,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,2.0,3.0,4.0,13.0,0.6902777777777778,22,1,0
I00786,U019,F079,2026-01-19T15:49:00,Italian,Chicken,Sour,Low,Curry,Lunch,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,2.0,3.0,5.0,14.0,5.705555555555556,15,0,0
I01805,U019,F065,2026-01-20T02:56:00,Mexican,Fish,Creamy,High,Pasta,Breakfast,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,2.0,3.0,6.0,15.0,0.46319444444444446,2,1,0
I02696,U019,F005,2026-01-21T23:43:00,Mexican,Vegetarian,Sour,Low,Pasta,Dinner,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,2.0,3.0,7.0,16.0,1.8659722222222221,23,2,1
I00271,U019,F005,2026-01-22T15:36:00,Mexican,Vegetarian,Sour,Low,Pasta,Dinner,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,2.0,3.0,7.0,17.0,0.6618055555555555,15,3,1
I02954,U019,F040,2026-01-22T19:45:00,Mexican,Fish,Sweet,Medium,Pasta,Snack,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.0,2.0,4.0,7.0,18.0,0.17291666666666666,19,3,1
I03686,U019,F043,2026-01-22T23:56:00,Chinese,Fish,Spicy,Medium,Pasta,Lunch,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,2.0,2.0,4.0,7.0,19.0,0.17430555555555555,23,3,0
I00601,U019,F077,2026-01-25T00:11:00,Pakistani,Chicken,Creamy,Medium,Bread,Dinner,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,2.0,3.0,4.0,7.0,21.0,1.4625,0,6,0
I03082,U019,F074,2026-01-27T18:18:00,Pakistani,Beef,Sour,Medium,Bread,Breakfast,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2.0,3.0,4.0,8.0,22.0,2.754861111111111,18,1,1
I03595,U019,F015,2026-01-28T01:26:00,Indian,Fish,Sweet,High,Curry,Lunch,0.0,0.0,1.0,0.0,1.0,1.0,0.5,3.0,3.0,4.0,8.0,23.0,0.2972222222222222,1,2,1
I03035,U019,F027,2026-01-28T05:54:00,Mexican,Mutton,Creamy,High,Noodles,Lunch,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,3.0,3.0,4.0,8.0,24.0,0.18611111111111112,5,2,0
I01085,U019,F034,2026-01-29T21:19:00,Thai,Fish,Savory,Low,Noodles,Breakfast,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,3.0,4.0,4.0,8.0,26.0,0.3638888888888889,21,3,1
